,date,de_bbq_weather,dresden_bbq_weather,dusseldorf_bbq_weather,heathrow_bbq_weather,kassel_bbq_weather,maastricht_bbq_weather,muenchen_bbq_weather,oslo_bbq_weather,stockholm_bbq_weather,tours_bbq_weather
66,20000307,False,False,False,False,False,False,False,False,False,False
67,20000308,False,False,False,False,False,False,False,False,False,False
68,20000309,False,False,False,False,False,False,False,False,False,False
69,20000310,False,False,False,False,False,False,False,False,False,False
70,20000311,False,False,False,False,False,False,False,False,False,False
71,20000312,False,False,False,False,False,False,False,False,False,False
72,20000313,False,False,False,False,False,False,False,False,False,False
73,20000314,False,False,False,False,False,False,False,False,False,False
74,20000315,False,False,False,False,False,False,False,False,False,False
75,20000316,False,False,False,False,False,False,False,False,False,False
76,20000317,False,False,False,False,False,False,False,False,False,False
77,20000318,False,False,False,False,False,False,False,False,False,False
78,20000319,False,False,False,False,False,False,False,False,False,False
79,20000320,False,False,False,False,False,False,False,False,False,False
80,20000321,False,False,False,False,False,False,False,False,False,False
81,20000322,False,False,False,False,False,False,False,False,False,False
82,20000323,False,False,False,False,False,False,False,False,False,False
83,20000324,False,False,False,False,False,False,False,False,False,False
84,20000325,False,False,False,False,False,False,False,False,False,False
85,20000326,False,False,False,False,False,False,False,False,False,False
86,20000327,False,False,False,False,False,False,False,False,False,False
87,20000328,False,False,False,False,False,False,False,False,False,False
88,20000329,False,False,False,False,False,False,False,False,False,False
89,20000330,False,False,False,False,False,False,False,False,False,False
90,20000331,False,False,False,False,False,False,False,False,False,False
91,20000401,False,False,False,False,False,False,False,False,False,False
92,20000402,False,False,False,False,False,False,False,False,False,False
93,20000403,False,False,False,False,True,False,True,False,False,False
94,20000404,False,False,False,False,False,False,False,False,False,False
95,20000405,False,False,False,False,False,False,False,False,False,False
96,20000406,False,False,False,False,False,False,False,False,False,False
97,20000407,False,False,False,False,False,False,False,False,False,False
98,20000408,False,False,False,False,False,False,False,False,False,True
99,20000409,False,False,False,False,False,False,False,False,False,False
100,20000410,False,False,False,False,False,False,False,False,False,False
101,20000411,False,False,False,False,False,False,False,False,False,False
102,20000412,False,False,False,False,False,False,False,False,False,False
103,20000413,False,False,False,False,False,False,False,False,False,False
104,20000414,False,False,False,False,False,False,True,False,False,False
105,20000415,False,False,False,False,False,False,True,False,False,False
106,20000416,False,False,False,False,False,False,True,False,False,False
107,20000417,False,False,False,False,False,False,False,False,False,False
108,20000418,False,False,False,False,False,False,False,False,False,False
109,20000419,True,True,True,False,False,False,False,False,False,False
110,20000420,False,True,True,False,True,True,True,False,False,False
111,20000421,False,True,True,False,True,True,True,False,False,False
112,20000422,False,True,False,False,True,False,True,False,False,False
113,20000423,False,True,False,False,False,False,False,False,False,False
114,20000424,False,True,False,False,False,False,False,False,False,False
115,20000425,True,False,True,False,True,True,False,False,False,False
116,20000426,False,True,True,False,True,True,True,False,True,False
117,20000427,False,True,True,False,True,True,True,False,False,False
118,20000428,True,True,False,False,True,True,True,False,True,False
119,20000429,False,True,False,False,False,False,True,True,True,False
120,20000430,False,True,False,False,False,False,False,False,False,True
121,20000501,False,True,False,False,True,True,False,False,False,False
122,20000502,False,True,False,False,True,False,False,False,False,False
123,20000503,False,True,False,False,True,False,False,False,False,False
124,20000504,True,True,True,True,True,False,False,False,False,True
125,20000505,True,True,True,True,True,True,True,True,True,False
126,20000506,True,True,True,True,True,True,False,True,False,True
127,20000507,False,True,True,True,True,True,True,True,True,False
128,20000508,True,False,True,False,False,False,False,True,True,True
129,20000509,True,True,True,False,True,True,True,True,True,False
130,20000510,True,True,False,False,True,False,True,True,False,False
131,20000511,True,True,True,False,True,False,True,True,False,False
132,20000512,True,True,True,True,True,True,False,False,False,False
133,20000513,True,True,True,True,True,True,True,True,True,False
134,20000514,True,True,True,False,True,True,True,True,True,True
135,20000515,True,True,True,True,True,True,True,True,True,True
136,20000516,False,True,False,False,True,True,True,True,True,False
137,20000517,False,False,False,False,False,False,False,False,True,False
138,20000518,False,False,False,False,False,False,False,False,False,False
139,20000519,False,False,False,False,False,False,False,False,False,False
140,20000520,False,False,False,False,False,False,False,True,False,True
141,20000521,False,False,False,False,False,False,False,True,False,False
142,20000522,False,False,False,False,False,False,False,False,False,False
143,20000523,False,True,False,False,False,True,True,False,True,True
144,20000524,False,True,False,False,False,False,True,False,False,False
145,20000525,False,False,False,False,False,False,False,False,False,False
146,20000526,False,True,True,False,True,True,False,False,False,True
147,20000527,False,False,False,False,False,False,False,False,False,False
148,20000528,False,False,False,False,False,False,False,False,False,False
149,20000529,False,False,False,False,False,False,False,False,False,False
150,20000530,False,False,False,True,False,False,False,False,False,False
151,20000531,True,False,True,False,False,True,False,False,False,False
152,20000601,False,True,True,True,True,True,True,False,False,False
153,20000602,True,True,True,True,True,True,True,False,False,True
154,20000603,False,True,False,True,False,False,False,False,False,False
155,20000604,False,True,True,False,False,True,False,False,False,False
156,20000605,False,False,False,True,False,False,False,False,False,False
157,20000606,False,True,False,True,False,False,False,True,False,True
158,20000607,False,False,True,True,False,False,True,False,False,True
159,20000608,True,True,True,False,True,True,True,True,False,True
160,20000609,True,True,False,False,True,True,True,True,True,False
161,20000610,True,True,True,True,True,True,True,False,True,False
162,20000611,True,False,True,True,False,True,True,True,True,True
163,20000612,True,True,True,True,True,True,True,False,False,False
164,20000613,True,False,True,True,True,True,False,False,True,True
165,20000614,False,True,False,True,False,True,False,False,True,False
166,20000615,False,False,False,True,False,False,False,False,False,True
167,20000616,True,False,True,True,False,True,True,False,False,True
168,20000617,True,False,True,True,True,True,True,False,False,True
169,20000618,True,True,True,True,True,True,True,False,True,True
170,20000619,True,True,True,True,True,True,True,False,True,True
171,20000620,True,True,True,False,True,True,True,True,True,True
172,20000621,False,False,False,True,True,False,True,False,True,True
173,20000622,False,False,True,False,False,False,False,False,False,True
174,20000623,False,False,False,False,False,False,False,False,True,False
175,20000624,False,False,False,True,False,False,False,False,True,False
176,20000625,False,False,False,True,False,False,False,False,False,False
177,20000626,False,False,False,True,False,False,False,False,True,True
178,20000627,False,False,True,True,False,True,True,False,False,True
179,20000628,False,False,True,True,False,True,True,False,True,True
180,20000629,False,False,True,False,False,False,True,False,False,True
181,20000630,True,True,True,False,False,False,True,False,False,True
182,20000701,False,False,False,False,False,False,False,False,False,True
183,20000702,True,False,False,False,False,False,False,False,False,False
184,20000703,False,True,False,True,False,False,False,True,True,False
185,20000704,False,False,False,False,False,False,False,True,True,False
186,20000705,False,False,False,True,False,False,True,True,False,True
187,20000706,True,True,True,False,True,True,False,False,True,True
188,20000707,False,False,False,False,False,False,False,False,False,False
189,20000708,False,False,False,False,False,False,False,False,False,False
190,20000709,False,False,False,False,False,False,False,False,False,False
191,20000710,False,False,False,False,False,False,False,False,False,False
192,20000711,False,False,False,True,False,False,False,False,False,False
193,20000712,False,False,False,False,False,False,False,True,False,False
194,20000713,False,False,False,False,False,False,False,False,False,False
195,20000714,False,False,False,True,False,False,False,False,False,False
196,20000715,False,False,False,True,False,False,False,True,False,True
197,20000716,True,False,False,True,False,False,False,False,False,True
198,20000717,False,False,False,True,False,False,False,True,True,False
199,20000718,False,False,False,True,False,True,True,False,False,True
200,20000719,False,False,False,True,False,False,False,True,False,True
201,20000720,True,True,True,True,True,True,True,True,False,True
202,20000721,False,False,True,True,True,True,True,True,True,True
203,20000722,True,False,True,True,False,False,True,True,False,True
204,20000723,True,True,True,False,True,True,False,False,False,False
205,20000724,True,True,False,True,False,False,False,False,True,True
206,20000725,False,False,False,True,False,False,False,False,False,False
207,20000726,False,False,True,True,True,False,False,False,False,False
208,20000727,False,True,False,True,False,False,False,False,False,False
209,20000728,True,False,False,False,False,False,False,True,False,True
210,20000729,False,False,False,False,False,False,False,True,True,True
211,20000730,True,False,True,True,False,False,False,True,True,False
212,20000731,True,True,True,True,True,True,True,True,True,True
213,20000801,False,True,True,True,True,True,True,True,True,True
214,20000802,True,False,True,False,False,False,False,False,False,True
215,20000803,False,False,False,False,False,True,False,False,False,False
216,20000804,True,True,False,True,False,False,False,False,True,False
217,20000805,True,True,True,True,True,True,False,True,True,False
218,20000806,True,False,False,True,False,True,False,True,True,True
219,20000807,True,False,False,True,False,True,False,True,True,True
220,20000808,False,True,True,False,False,False,False,True,False,True
221,20000809,True,True,True,True,True,True,True,True,True,True
222,20000810,False,False,True,True,False,True,True,False,True,False
223,20000811,True,True,True,True,True,True,True,False,True,True
224,20000812,True,True,True,True,True,True,True,True,False,True
225,20000813,True,True,True,False,True,True,True,True,True,True
226,20000814,False,True,True,True,True,False,True,False,False,True
227,20000815,True,True,False,True,False,False,False,True,False,True
228,20000816,True,True,False,False,True,False,True,True,True,True
229,20000817,False,False,False,False,True,False,False,False,False,True
230,20000818,False,True,False,False,False,False,False,True,False,True
231,20000819,False,True,False,True,False,False,True,False,True,False
232,20000820,False,False,False,True,False,False,True,False,False,False
233,20000821,False,False,False,True,False,False,False,False,True,False
234,20000822,True,True,True,True,True,True,True,True,True,True
235,20000823,True,True,True,True,True,True,True,False,False,True
236,20000824,True,True,True,True,True,True,True,False,False,True
237,20000825,True,True,True,False,True,True,True,True,False,True
238,20000826,True,True,False,False,True,True,True,True,True,False
239,20000827,False,True,False,False,False,False,False,True,True,True
240,20000828,False,False,False,False,False,True,False,False,True,True
241,20000829,True,True,True,True,True,True,True,False,False,True
242,20000830,True,False,True,True,True,True,False,False,True,False
243,20000831,True,True,True,False,True,True,False,False,False,True
244,20000901,False,False,False,False,False,False,False,True,False,False
245,20000902,False,False,False,False,False,False,False,False,False,False
246,20000903,False,False,False,True,False,False,False,False,False,False
247,20000904,False,False,False,True,False,False,False,False,False,True
248,20000905,False,False,False,False,False,True,False,False,False,True
249,20000906,False,False,False,False,False,False,False,False,False,False
250,20000907,True,False,False,True,False,False,False,False,False,True
251,20000908,False,True,False,False,True,True,True,False,False,True
252,20000909,False,True,False,False,True,True,True,True,True,True
253,20000910,True,True,True,True,True,True,True,True,False,True
254,20000911,True,True,True,True,True,True,True,False,False,True
255,20000912,True,True,True,True,False,True,True,False,False,True
256,20000913,True,False,False,True,True,True,False,False,False,True
257,20000914,True,True,True,False,True,True,True,False,False,True
258,20000915,False,True,False,False,False,False,True,False,False,False
259,20000916,False,False,False,True,False,False,False,False,False,False
260,20000917,False,False,False,False,True,False,False,False,False,False
261,20000918,True,False,True,False,False,True,True,False,False,False
262,20000919,True,False,True,False,True,True,False,False,False,False
263,20000920,False,False,False,False,False,False,False,False,False,False
264,20000921,False,False,False,False,False,True,False,False,False,False
265,20000922,True,False,True,True,False,True,False,False,False,True
266,20000923,True,False,True,False,True,True,False,False,False,True
267,20000924,False,False,False,False,True,True,False,False,False,False
268,20000925,False,False,False,False,False,True,True,False,False,False
269,20000926,False,True,True,False,False,True,True,False,False,True
270,20000927,False,False,False,False,False,True,True,False,False,False
271,20000928,False,True,False,False,False,False,True,False,False,False
272,20000929,False,True,True,False,True,True,True,False,True,False
273,20000930,False,True,False,False,True,False,False,False,True,False
274,20001001,False,False,False,False,False,False,False,False,False,False
275,20001002,False,False,False,False,True,False,False,False,False,False
276,20001003,False,False,False,False,False,False,False,False,False,True
277,20001004,False,True,False,False,False,False,False,False,False,False
278,20001005,False,False,False,False,False,False,False,False,False,False
279,20001006,False,False,False,False,False,False,False,False,False,False
280,20001007,False,False,False,False,False,False,False,False,False,False
281,20001008,False,False,False,False,False,False,False,False,False,False
282,20001009,False,False,False,False,False,False,False,False,False,False
283,20001010,False,False,False,False,False,False,False,False,False,False
284,20001011,False,False,False,False,False,False,False,False,False,False
285,20001012,False,False,False,False,False,False,False,False,False,False
286,20001013,False,False,False,False,False,False,False,False,False,False
287,20001014,False,False,False,False,False,False,False,False,False,False
288,20001015,False,True,False,False,False,False,True,False,False,False
289,20001016,False,True,False,False,True,False,True,False,False,False
290,20001017,False,False,False,False,False,False,False,False,False,False
291,20001018,False,False,False,False,False,False,False,False,False,False
292,20001019,False,False,False,False,False,False,False,False,False,False
293,20001020,False,False,False,False,False,False,False,False,False,False
294,20001021,True,False,False,False,False,True,False,False,False,False
295,20001022,True,False,True,False,True,True,False,False,False,False
296,20001023,False,False,False,False,False,False,False,False,False,False
297,20001024,False,False,False,False,False,False,False,False,False,False
298,20001025,False,False,False,False,False,False,True,False,False,False
299,20001026,False,False,False,False,False,False,False,False,False,False
300,20001027,False,False,False,False,False,False,False,False,False,False
301,20001028,False,False,False,False,False,False,False,False,False,False
302,20001029,False,False,False,False,False,False,False,False,False,False
303,20001030,False,False,False,False,False,False,False,False,False,False
304,20001031,False,False,False,False,False,False,False,False,False,False
305,20001101,False,False,False,False,False,False,False,False,False,False
306,20001102,False,False,False,False,False,False,False,False,False,False
307,20001103,False,False,False,False,False,False,False,False,False,False
308,20001104,False,False,False,False,False,False,False,False,False,False
309,20001105,False,False,False,False,False,False,False,False,False,False
310,20001106,False,False,False,False,False,False,False,False,False,False
311,20001107,False,False,False,False,False,False,False,False,False,False
312,20001108,False,False,False,False,False,False,False,False,False,False
313,20001109,False,False,False,False,False,False,False,False,False,False
314,20001110,False,False,False,False,False,False,False,False,False,False
315,20001111,False,False,False,False,False,False,False,False,False,False
316,20001112,False,False,False,False,False,False,False,False,False,False
317,20001113,False,False,False,False,False,False,True,False,False,False
318,20001114,False,False,False,False,False,False,False,False,False,False
319,20001115,False,False,False,False,False,False,False,False,False,False
320,20001116,False,False,False,False,False,False,False,False,False,False
321,20001117,False,False,False,False,False,False,False,False,False,False
322,20001118,False,False,False,False,False,False,False,False,False,False
323,20001119,False,False,False,False,False,False,False,False,False,False
324,20001120,False,False,False,False,False,False,False,False,False,False
325,20001121,False,False,False,False,False,False,False,False,False,False
326,20001122,False,False,False,False,False,False,False,False,False,False
327,20001123,False,False,False,False,False,False,False,False,False,False
328,20001124,False,False,False,False,False,False,False,False,False,False
329,20001125,False,False,False,False,False,False,False,False,False,False
330,20001126,False,False,False,False,False,False,False,False,False,False
331,20001127,False,False,False,False,False,False,False,False,False,False
332,20001128,False,False,False,False,False,False,False,False,False,False
333,20001129,False,False,False,False,False,False,False,False,False,False
334,20001130,False,False,False,False,False,False,False,False,False,False
335,20001201,False,False,False,False,False,False,False,False,False,False
336,20001202,False,False,False,False,False,False,False,False,False,False
337,20001203,False,False,False,False,False,False,False,False,False,False
338,20001204,False,False,False,False,False,False,False,False,False,False
339,20001205,False,False,False,False,False,False,False,False,False,False
340,20001206,False,False,False,False,False,False,False,False,False,False
341,20001207,False,False,False,False,False,False,False,False,False,False
342,20001208,False,False,False,False,False,False,False,False,False,False
343,20001209,False,False,False,False,False,False,False,False,False,False
344,20001210,False,False,False,False,False,False,False,False,False,False
345,20001211,False,False,False,False,False,False,False,False,False,False
346,20001212,False,False,False,False,False,False,False,False,False,False
347,20001213,False,False,False,False,False,False,False,False,False,False
348,20001214,False,False,False,False,False,False,False,False,False,False
349,20001215,False,False,False,False,False,False,False,False,False,False
350,20001216,False,False,False,False,False,False,False,False,False,False
351,20001217,False,False,False,False,False,False,False,False,False,False
352,20001218,False,False,False,False,False,False,False,False,False,False
353,20001219,False,False,False,False,False,False,False,False,False,False
354,20001220,False,False,False,False,False,False,False,False,False,False
355,20001221,False,False,False,False,False,False,False,False,False,False
356,20001222,False,False,False,False,False,False,False,False,False,False
357,20001223,False,False,False,False,False,False,False,False,False,False
358,20001224,False,False,False,False,False,False,False,False,False,False
359,20001225,False,False,False,False,False,False,False,False,False,False
360,20001226,False,False,False,False,False,False,False,False,False,False
361,20001227,False,False,False,False,False,False,False,False,False,False
362,20001228,False,False,False,False,False,False,False,False,False,False
363,20001229,False,False,False,False,False,False,False,False,False,False
364,20001230,False,False,False,False,False,False,False,False,False,False
365,20001231,False,False,False,False,False,False,False,False,False,False
366,20010101,False,False,False,False,False,False,False,False,False,False
367,20010102,False,False,False,False,False,False,False,False,False,False
368,20010103,False,False,False,False,False,False,False,False,False,False
369,20010104,False,False,False,False,False,False,False,False,False,False
370,20010105,False,False,False,False,False,False,False,False,False,False
371,20010106,False,False,False,False,False,False,False,False,False,False
372,20010107,False,False,False,False,False,False,False,False,False,False
373,20010108,False,False,False,False,False,False,False,False,False,False
374,20010109,False,False,False,False,False,False,False,False,False,False
375,20010110,False,False,False,False,False,False,False,False,False,False
376,20010111,False,False,False,False,False,False,False,False,False,False
377,20010112,False,False,False,False,False,False,False,False,False,False
378,20010113,False,False,False,False,False,False,False,False,False,False
379,20010114,False,False,False,False,False,False,False,False,False,False
380,20010115,False,False,False,False,False,False,False,False,False,False
381,20010116,False,False,False,False,False,False,False,False,False,False
382,20010117,False,False,False,False,False,False,False,False,False,False
383,20010118,False,False,False,False,False,False,False,False,False,False
384,20010119,False,False,False,False,False,False,False,False,False,False
385,20010120,False,False,False,False,False,False,False,False,False,False
386,20010121,False,False,False,False,False,False,False,False,False,False
387,20010122,False,False,False,False,False,False,False,False,False,False
388,20010123,False,False,False,False,False,False,False,False,False,False
389,20010124,False,False,False,False,False,False,False,False,False,False
390,20010125,False,False,False,False,False,False,False,False,False,False
391,20010126,False,False,False,False,False,False,False,False,False,False
392,20010127,False,False,False,False,False,False,False,False,False,False
393,20010128,False,False,False,False,False,False,False,False,False,False
394,20010129,False,False,False,False,False,False,False,False,False,False
395,20010130,False,False,False,False,False,False,False,False,False,False
396,20010131,False,False,False,False,False,False,False,False,False,False
397,20010201,False,False,False,False,False,False,False,False,False,False
398,20010202,False,False,False,False,False,False,False,False,False,False
399,20010203,False,False,False,False,False,False,False,False,False,False
400,20010204,False,False,False,False,False,False,False,False,False,False
401,20010205,False,False,False,False,False,False,False,False,False,False
402,20010206,False,False,False,False,False,False,False,False,False,False
403,20010207,False,False,False,False,False,False,True,False,False,False
404,20010208,False,False,False,False,False,False,False,False,False,False
405,20010209,False,False,False,False,False,False,False,False,False,False
406,20010210,False,False,False,False,False,False,False,False,False,False
407,20010211,False,False,False,False,False,False,False,False,False,False
408,20010212,False,False,False,False,False,False,False,False,False,False
409,20010213,False,False,False,False,False,False,False,False,False,False
410,20010214,False,False,False,False,False,False,False,False,False,False
411,20010215,False,False,False,False,False,False,False,False,False,False
412,20010216,False,False,False,False,False,False,False,False,False,False
413,20010217,False,False,False,False,False,False,False,False,False,False
414,20010218,False,False,False,False,False,False,False,False,False,False
415,20010219,False,False,False,False,False,False,False,False,False,False
416,20010220,False,False,False,False,False,False,False,False,False,False
417,20010221,False,False,False,False,False,False,False,False,False,False
418,20010222,False,False,False,False,False,False,False,False,False,False
419,20010223,False,False,False,False,False,False,False,False,False,False
420,20010224,False,False,False,False,False,False,False,False,False,False
421,20010225,False,False,False,False,False,False,False,False,False,False
422,20010226,False,False,False,False,False,False,False,False,False,False
423,20010227,False,False,False,False,False,False,False,False,False,False
424,20010228,False,False,False,False,False,False,False,False,False,False
425,20010301,False,False,False,False,False,False,False,False,False,False
426,20010302,False,False,False,False,False,False,False,False,False,False
427,20010303,False,False,False,False,False,False,False,False,False,False
428,20010304,False,False,False,False,False,False,False,False,False,False
429,20010305,False,False,False,False,False,False,False,False,False,False
430,20010306,False,False,False,False,False,False,False,False,False,False
431,20010307,False,False,False,False,False,False,False,False,False,False
432,20010308,False,False,False,False,False,False,False,False,False,False
433,20010309,False,False,False,False,False,False,False,False,False,False
434,20010310,False,False,False,False,False,False,False,False,False,False
435,20010311,False,False,False,False,False,False,False,False,False,False
436,20010312,False,False,False,False,False,False,False,False,False,False
437,20010313,False,False,False,False,False,False,False,False,False,False
438,20010314,False,False,False,False,False,False,False,False,False,False
439,20010315,False,False,False,False,False,False,False,False,False,False
440,20010316,False,False,False,False,False,False,True,False,False,False
441,20010317,False,False,False,False,False,False,False,False,False,False
442,20010318,False,False,False,False,False,False,False,False,False,False
443,20010319,False,False,False,False,False,False,False,False,False,False
444,20010320,False,False,False,False,False,False,False,False,False,False
445,20010321,False,False,False,False,False,False,False,False,False,False
446,20010322,False,False,False,False,False,False,False,False,False,False
447,20010323,False,False,False,False,False,False,False,False,False,False
448,20010324,False,False,False,False,False,False,False,False,False,False
449,20010325,False,False,False,False,False,False,False,False,False,False
450,20010326,False,False,False,False,False,False,False,False,False,False
451,20010327,False,False,False,False,False,False,False,False,False,False
452,20010328,False,False,False,False,False,False,False,False,False,False
453,20010329,False,False,False,False,False,False,False,False,False,False
454,20010330,False,False,False,False,False,False,False,False,False,False
455,20010331,False,False,False,False,False,False,False,False,False,False
456,20010401,False,False,True,True,False,True,False,False,False,True
457,20010402,True,True,False,False,True,True,True,False,False,False
458,20010403,False,False,False,False,False,False,True,False,False,False
459,20010404,False,False,False,False,False,False,False,False,False,False
460,20010405,False,False,False,False,False,False,False,False,False,False
461,20010406,False,False,False,False,False,False,False,False,False,False
462,20010407,False,False,False,False,False,False,False,False,False,False
463,20010408,False,False,False,False,False,False,False,False,False,False
464,20010409,False,False,False,False,False,False,False,False,False,False
465,20010410,False,False,False,False,False,False,False,False,False,False
466,20010411,False,False,False,False,False,False,False,False,False,False
467,20010412,False,False,False,False,False,False,False,False,False,False
468,20010413,False,False,False,False,False,False,False,False,False,False
469,20010414,False,False,False,False,False,False,False,False,False,False
470,20010415,False,False,False,False,False,False,False,False,False,False
471,20010416,False,False,False,False,False,False,False,False,False,False
472,20010417,False,False,False,False,False,False,False,False,False,False
473,20010418,False,False,False,False,False,False,False,False,False,False
474,20010419,False,False,False,False,False,False,False,False,False,False
475,20010420,False,False,False,False,False,False,False,False,False,False
476,20010421,False,False,False,False,False,False,False,False,False,False
477,20010422,False,False,False,False,False,False,False,False,False,False
478,20010423,False,False,False,False,False,False,False,False,False,False
479,20010424,False,False,False,False,False,False,True,False,False,False
480,20010425,False,False,False,False,False,False,False,False,False,False
481,20010426,False,False,False,False,False,False,False,False,False,False
482,20010427,False,False,False,False,False,False,False,False,False,False
483,20010428,False,False,False,False,False,False,False,False,False,False
484,20010429,False,False,False,False,False,False,True,False,False,False
485,20010430,False,True,True,False,False,True,True,False,False,False
486,20010501,False,True,True,False,True,False,True,False,False,False
487,20010502,True,True,True,False,True,True,True,False,False,False
488,20010503,False,False,False,False,True,False,False,False,True,False
489,20010504,False,False,False,False,False,False,True,False,False,False
490,20010505,False,False,False,False,False,False,False,False,False,False
491,20010506,False,False,False,False,False,False,False,False,False,False
492,20010507,False,False,False,False,False,False,False,True,False,False
493,20010508,False,False,True,False,True,False,False,True,True,False
494,20010509,True,True,False,False,True,True,True,True,True,False
495,20010510,True,True,True,True,True,True,True,True,False,False
496,20010511,True,True,True,True,True,True,True,True,False,True
497,20010512,True,True,True,True,True,True,True,True,True,True
498,20010513,True,True,True,False,True,True,True,True,False,False
499,20010514,False,False,False,True,False,False,False,False,False,False
500,20010515,False,False,False,False,True,False,False,False,False,False
501,20010516,False,True,False,False,False,False,False,False,False,False
502,20010517,False,False,False,False,False,False,False,False,False,False
503,20010518,False,False,False,False,False,False,False,False,False,False
504,20010519,False,False,True,True,False,False,False,True,False,True
505,20010520,True,False,True,True,True,True,True,False,False,True
506,20010521,False,False,True,True,False,True,True,False,False,True
507,20010522,True,False,True,True,False,True,True,True,False,True
508,20010523,True,True,True,True,True,True,True,True,True,True
509,20010524,True,True,True,True,True,True,True,False,False,True
510,20010525,True,True,True,True,True,True,False,False,False,True
511,20010526,True,True,True,True,True,True,True,True,True,True
512,20010527,True,False,True,True,True,True,True,True,False,True
513,20010528,False,False,True,True,False,True,True,False,False,True
514,20010529,True,True,True,True,False,True,True,False,False,True
515,20010530,True,True,True,True,True,True,True,False,False,True
516,20010531,False,False,True,True,False,True,False,False,False,True
517,20010601,False,False,False,False,False,False,False,False,False,True
518,20010602,False,False,False,False,False,False,False,False,False,False
519,20010603,False,False,False,True,False,False,False,False,False,True
520,20010604,False,False,False,True,False,False,False,True,False,True
521,20010605,True,False,False,False,False,True,False,True,True,True
522,20010606,False,True,False,False,False,False,False,False,True,True
523,20010607,False,True,False,False,False,False,False,False,False,False
524,20010608,False,False,False,False,False,False,False,False,False,False
525,20010609,False,False,True,False,False,False,False,False,False,True
526,20010610,False,False,False,False,False,False,False,False,False,True
527,20010611,False,False,True,True,False,False,False,False,True,True
528,20010612,False,False,True,True,False,True,True,False,False,True
